-70.6	41.75
-70.5	41.85
-70.35	41.85
-70.35	42.45
-70.25	42.5
-70.3	42.6
-70.4	42.65
-70.55	42.65
-70.6	42.7
-70.6	42.75
-70.35	42.75
-70.35	42.8
-70.3	42.9
-70.15	42.9
-70.15	42.95
-70.1	42.95
-70.1	43.15
-70	43.3
-69.9	43.3
-69.9	43.25
-69.95	43.25
-69.95	42.9
-70	42.9
-70	42.7
-69.9	42.7
-69.85	42.65
-69.85	42.55
-69.9	42.5
-70	42.45
-70.05	42.35
-70.05	42.25
-69.85	42.25
-69.65	42.05
-69.55	41.85
-69.55	41.8
-69.45	41.8
-69.45	41.75
-69.3	41.75
-69.3	41.7
-69.05	41.7
-69.05	41.75
-68.95	41.8
-68.8	41.8
-68.8	41.85
-68.6	41.85
-68.6	41.9
-68.45	41.9
-68.45	41.95
-68.35	41.95
-68.35	42.3
-68.4	42.3
-68.4	42.4
-68.45	42.4
-68.45	42.5
-68.5	42.5
-68.6	42.6
-68.6	42.7
-68.5	42.7
-68.5	42.75
-68.3	42.75
-68.3	42.7
-68.35	42.7
-68.35	42.5
-68.3	42.5
-68.3	42.35
-68.25	42.35
-68.2	42.25
-68.2	42.2
-68.05	42.2
-68.05	42.25
-67.9	42.35
-67.8	42.35
-67.8	42.5
-67.85	42.55
-67.85	42.65
-67.8	42.65
-67.65	42.5
-67.4	42.5
-67.4	42.55
-67.3	42.55
-67.3	42.6
-67.15	42.6
-67.05	42.55
-67.05	42.45
-67.1	42.45
-67.1	42.35
-67.15	42.35
-67.15	42.25
-67.2	42.25
-67.2	42.15
-67.25	42.15
-67.25	42.05
-67.3	42.05
-67.3	41.95
-67.35	41.95
-67.35	41.8
-67.4	41.8
-67.4	41.7
-67.45	41.7
-67.45	41.6
-67.5	41.6
-67.5	41.5
-67.55	41.5
-67.55	41.4
-67.6	41.4
-67.6	41.3
-67.65	41.3
-67.65	41.15
-67.7	41.15
-67.7	41.05
-67.75	41.05
-67.75	40.95
-67.8	40.95
-67.8	40.85
-67.85	40.85
-67.85	40.7
-67.9	40.7
-67.9	40.6
-67.95	40.6
-67.95	40.5
-68	40.5
-68	40.35
-68.05	40.35
-68.05	40.25
-68.1	40.25
-68.1	40.15
-68.15	40.15
-68.15	40
-68.2	40
-68.2	39.9
-68.25	39.9
-68.25	39.8
-68.3	39.8
-68.3	39.65
-68.35	39.65
-68.35	39.55
-68.4	39.55
-68.4	39.4
-68.45	39.4
-68.45	39.3
-68.5	39.3
-68.5	39.15
-68.55	39.15
-68.55	39.05
-68.6	39.05
-68.6	38.9
-68.65	38.9
-68.65	38.8
-68.7	38.8
-68.7	38.65
-68.75	38.65
-68.75	38.55
-68.8	38.55
-68.8	38.4
-68.85	38.4
-68.85	38.3
-68.9	38.3
-68.9	38.15
-68.95	38.15
-68.95	38
-69	38
-69	37.9
-69.05	37.9
-69.05	37.75
-69.1	37.75
-69.1	37.6
-69.15	37.6
-69.15	37.5
-69.2	37.5
-69.2	37.35
-69.25	37.35
-69.25	37.2
-69.3	37.2
-69.3	37.1
-69.35	37.1
-69.35	36.95
-69.4	36.95
-69.4	36.8
-69.45	36.8
-69.45	36.65
-69.5	36.65
-69.5	36.5
-69.55	36.5
-69.55	36.35
-69.6	36.35
-69.6	36.25
-69.65	36.25
-69.65	36.1
-69.7	36.1
-69.7	35.95
-69.75	35.95
-69.75	35.8
-69.8	35.8
-69.8	35.65
-69.85	35.65
-69.85	35.5
-69.9	35.5
-69.9	35.35
-69.95	35.35
-69.95	35.2
-70	35.2
-70	35.05
-70.05	35.05
-70.05	34.9
-70.1	34.9
-70.1	34.7
-70.15	34.7
-70.15	34.55
-70.2	34.55
-70.2	34.4
-70.25	34.4
-70.25	34.25
-70.3	34.25
-70.3	34.1
-70.35	34.1
-70.35	33.95
-70.4	33.95
-70.4	33.75
-70.45	33.75
-70.45	33.6
-70.5	33.6
-70.5	33.45
-70.55	33.45
-70.55	33.25
-70.6	33.25
-70.6	33.1
-70.65	33.1
-70.65	32.9
-70.7	32.9
-70.7	32.75
-70.75	32.75
-70.75	32.55
-70.8	32.55
-70.8	32.4
-70.85	32.4
-70.85	32.2
-70.9	32.2
-70.9	32.05
-70.95	32.05
-70.95	31.85
-71	31.85
-71	31.7
-71.05	31.7
-71.05	31.5
-71.1	31.5
-71.1	31.3
-71.15	31.3
-71.15	31.1
-71.2	31.1
-71.2	30.95
-71.25	30.95
-71.25	30.75
-71.3	30.75
-71.3	30.55
-71.35	30.55
-71.35	30.35
-71.4	30.35
-71.4	30.15
-71.45	30.15
-71.45	29.95
-71.5	29.95
-71.5	29.75
-71.55	29.75
-71.55	29.55
-71.6	29.55
-71.6	29.35
-71.65	29.35
-71.65	29.15
-71.7	29.15
-71.7	28.9
-71.75	28.9
-71.75	28.7
-71.8	28.7
