StationID,StationLatitude,StationLongitude,PGA,SA(0.010),SA(0.020),SA(0.030),SA(0.04),SA(0.050),SA(0.075),SA(0.100),SA(0.150),SA(0.200),SA(0.250),SA(0.300),SA(0.400),SA(0.500),SA(0.750),SA(1.000),SA(1.500),SA(2.000),SA(3.000),SA(4.000),SA(5.000),SA(7.500),SA(10.000),Vs30,CoastalPlainsSedThick
'''''''LD.NPNY.BH''''''',41.75459,-74.14354,-0.469540998,-0.774200647,-0.662607965,-0.660135224,-0.682762209,-0.71574338,-0.687315876,-0.595383453,-0.389843348,-0.323328091,-0.16183248,-0.112170034,0.016817624,0.104772425,0.226266884,0.108761394,0.009281946,-0.11927065,-0.102195149,-0.143874339,-0.182971948,-0.234405961,-0.273828326,900,NaN
'''''''LD.ODNJ.BH''''''',41.0829,-74.6056,-0.621593227,-0.088361728,-0.255295196,-0.395780587,-0.471970854,-0.544194462,-0.646887666,-0.463606519,-0.572147381,-0.60528447,-0.610106012,-0.54735108,-0.451818822,-0.448000262,-0.278695292,-0.346303009,-0.29914875,-0.367119617,-0.447480109,-0.523350251,-0.558043442,-0.604161662,-0.64665395,746.2461,NaN
'''''''LD.PAL.BH''''''',41.0056,-73.9079,-1.040400712,-0.851550395,-0.941066917,-1.01924873,-1.10503438,-1.1813211,-1.181315571,-1.167344161,-1.114274717,-0.942850647,-0.818149828,-0.770849692,-0.619822789,-0.473242045,-0.061257944,-0.060666062,-0.063977645,-0.189700076,-0.270924938,-0.312687178,-0.36188367,-0.454347804,-0.521236296,900,NaN
'''''''LD.PANJ.BH''''''',40.3769,-74.7029,-1.077968167,-0.709292447,-0.777339414,-0.862017284,-0.950171703,-1.023311309,-1.126489957,-1.138642295,-1.120437747,-1.039005658,-0.934082485,-0.859153335,-0.653135397,-0.631464003,-0.381950627,-0.416465155,-0.458731558,-0.490985484,-0.570795213,-0.572698836,-0.606741671,-0.676237895,-0.72001149,370.9415,NaN
'''''''LD.POTS.HH''''''',44.6634,-74.9732,0.24973717,-0.240975054,-0.139325807,-0.073017528,-4.30E-05,0.075746719,0.139463781,0.335593922,0.639502199,0.595185704,0.583295787,0.471560683,0.265849744,0.184423785,0.253950247,0.270112526,0.307306449,0.343404936,0.457799555,0.480885614,0.521414257,0.503241824,0.478783162,337.5503,NaN
'''''''LD.PRNY.HH''''''',42.46662,-76.53617,-0.791579885,-1.22764607,-1.057400658,-0.987581521,-0.94765007,-0.929744311,-0.942112434,-0.968427488,-0.85238438,-0.764458598,-0.607407332,-0.449675048,-0.292706852,-0.162500511,-0.062652964,-0.097985113,-0.286316973,-0.352370688,-0.454277895,-0.466464379,-0.456206314,-0.487299343,-0.510982106,900,NaN
'''''''LD.SDMD.HH''''''',39.4102,-76.8403,-0.709147338,-0.87949974,-0.767542028,-0.655686055,-0.657940866,-0.666715709,-0.651492067,-0.72536723,-0.878125321,-0.825194032,-0.855335298,-0.887946251,-0.912939708,-0.800987804,-0.685162351,-0.620349792,-0.661463359,-0.701205171,-0.822849504,-0.869083045,-0.87255153,-0.898970552,-0.933794296,573.4985,NaN
'''''''LD.TUPA.HH''''''',40.16625,-75.18642,0.451220439,-0.008328142,0.15823411,0.247164256,0.280795645,0.302576936,0.315368292,0.449189131,0.64112876,0.669873604,0.534971365,0.417919483,0.295768293,0.213803915,0.121811632,0.213780243,0.041699325,0.058930985,0.117651393,0.195475104,0.18889613,0.204841274,0.224974199,488.925,NaN
'''''''LD.UCCT.BH''''''',41.79432,-72.22554,0.765558794,0.345009493,0.471717923,0.493078898,0.538482216,0.572608373,0.774868871,0.757296929,1.10268727,1.278784874,0.965600469,0.632023506,0.145389863,-0.060790006,-0.146724549,-0.179913331,-0.164036864,0.009801694,0.169966266,0.253305809,0.304050606,0.384962551,0.407457485,900,NaN
'''''''LD.UNH.BH''''''',43.09265,-70.86503,-0.795379709,-0.849066035,-0.85476936,-0.96586116,-0.966077347,-0.975716824,-0.695246598,-0.53433385,-0.554410077,-0.651548194,-0.609490182,-0.532262272,-0.470645456,-0.453886513,-0.484064135,-0.500284123,-0.651240515,-0.624798899,-0.649342333,-0.65389101,-0.66603414,-0.70166333,-0.722860881,338.7269,NaN
