Latitude,Longitude,PGA,SA(0.010),SA(0.020),SA(0.030),SA(0.04),SA(0.050),SA(0.075),SA(0.100),SA(0.150),SA(0.200),SA(0.250),SA(0.300),SA(0.400),SA(0.500),SA(0.750),SA(1.000),SA(1.500),SA(2.000),SA(3.000),SA(4.000),SA(5.000),SA(7.500),SA(10.000),N
39,-98,0.182429814,0.192041921,0.182243517,0.180584573,0.17708528,0.173349085,0.185473437,0.198032978,0.20504333,0.235446428,0.261259338,0.275668435,0.286986672,0.29110434,0.284310632,0.256354709,0.233681973,0.225941793,0.199136899,0.172159915,0.181859454,0.237904573,0.285510539,35
39,-90,0.048998127,0.137985503,0.129891422,0.108368774,0.125451602,0.134269426,0.154685897,0.117447345,0.109717602,0.057043886,0.005830055,0.018342089,0.01402509,0.00137904,0.062917481,0.108264019,0.141154807,0.135574856,0.146093758,0.147540903,0.186068053,0.281553948,0.373948995,37
39,-88,0.10439019,0.163687062,0.141273909,0.130386112,0.142047273,0.140757243,0.170672933,0.182598364,0.159491182,0.170629241,0.179498691,0.204399211,0.208825841,0.195119402,0.192611937,0.181692311,0.137612006,0.112436653,0.109618036,0.119938326,0.150865089,0.238392417,0.306195278,38
39,-78,0.000154111,0.230742368,0.199945006,0.123963192,0.100414735,0.101755031,0.02946681,0.036854031,0.028754636,0.033546567,0.11294284,0.117233786,0.160183538,0.205288221,0.157229635,0.145429386,0.265966836,0.318987741,0.37497649,0.371178642,0.204545374,0.003990489,0.155338223,40
41,-100,0.141382579,0.141767565,0.135083644,0.133515161,0.133621056,0.133890847,0.140830507,0.141217474,0.153501889,0.175001534,0.176666555,0.175190094,0.17993756,0.183320421,0.162870704,0.155293946,0.152263786,0.168288646,0.174256684,0.174460127,0.176524011,0.187375533,0.192882003,43
41,-88,0.074195972,0.524446481,0.440643893,0.331575227,0.261354598,0.199596687,0.150997204,0.137856117,0.116704098,0.12915787,0.103245099,0.136612265,0.148464817,0.124212724,0.117543605,0.175636117,0.13862002,0.146155762,0.081464225,0.049917307,0.053026365,0.267057937,0.437925234,44
41,-86,0.158863998,0.193050266,0.173564523,0.13593188,0.126987484,0.094349586,0.11516855,0.200690679,0.355606501,0.390743465,0.461145643,0.443016879,0.455077824,0.455334789,0.424759413,0.520597288,0.508851848,0.536282676,0.331203596,0.237561059,0.030723747,0.288458649,0.47183455,45
41,-66,0.133706266,0.171489467,0.154370441,0.149773036,0.171804071,0.189852246,0.132069949,0.122160659,0.158868333,0.171956949,0.185793098,0.181431966,0.165199952,0.1767702,0.242310964,0.284037892,0.40989117,0.442153268,0.313436158,0.242541549,0.209717286,0.155604722,0.129422199,49
43,-104,0.968717851,1.066468178,1.064761507,1.089095192,1.124135568,1.145489244,1.092245814,1.034857991,0.929968359,0.708004259,0.495436393,0.371540852,0.184822549,0.181134731,0.202652842,0.206769507,0.23727965,0.243840841,0.169405373,0.161629781,0.16796001,0.140972782,0.133552674,50
45,-78,0.236785557,0.364505699,0.332126724,0.299837047,0.280286512,0.26325115,0.229438028,0.20710326,0.253134323,0.302265217,0.323101335,0.33739666,0.385687244,0.402826379,0.428912707,0.426915429,0.41553507,0.410647001,0.396612753,0.382374926,0.378050049,0.381888094,0.383713629,57
45,-76,0.316763016,0.277199222,0.257293863,0.269851371,0.277056669,0.289661046,0.361506951,0.367652503,0.383055131,0.431376434,0.467321283,0.482489726,0.503543484,0.510889464,0.462084328,0.431647578,0.441174626,0.470593793,0.50629398,0.517508453,0.542026892,0.615774216,0.656587088,58
45,-74,0.428671615,0.518228974,0.484496935,0.463397668,0.459889085,0.458539747,0.452074942,0.456880406,0.472540567,0.499900875,0.515780317,0.530442129,0.557759673,0.590012185,0.597129777,0.588106178,0.56287241,0.573597868,0.577447125,0.568386515,0.573813223,0.620116402,0.669352131,59
45,-66,0.200059247,0.206649349,0.18502992,0.150905616,0.138930233,0.132238173,0.206834471,0.276088755,0.39059736,0.441736865,0.442117906,0.47171722,0.48337992,0.444962799,0.341511947,0.296947982,0.234836178,0.30728344,0.40854113,0.427907137,0.442169945,0.48695662,0.51358292,61
47,-76,0.191296103,0.286603223,0.270576876,0.249667648,0.244981472,0.23908404,0.21926862,0.20451931,0.188304589,0.16689037,0.150006575,0.136671824,0.130328738,0.127659962,0.142234141,0.133257569,0.106825756,0.091893342,0.115730353,0.130119953,0.159188041,0.217598911,0.28048201,65
47,-72,0.165124155,0.114045986,0.067506074,0.112938699,0.126650148,0.137335046,0.217823648,0.207632577,0.201627515,0.154358677,0.109735161,0.081790342,0.062476605,0.097992162,0.126908829,0.101149341,0.096114044,0.096259385,0.097507377,0.096142775,0.1016239,0.172246127,0.225337395,66
47,-70,0.14890762,0.154896664,0.170873777,0.159254164,0.155320949,0.149083884,0.150462338,0.14473698,0.156024275,0.160713954,0.15395502,0.145563165,0.137297971,0.138627642,0.140562222,0.132404651,0.13753069,0.151772322,0.167961132,0.176515861,0.176712569,0.179081896,0.196360304,67
47,-66,0.42419374,0.458447002,0.481192831,0.441908367,0.471977915,0.485076179,0.383318456,0.362508821,0.623066359,0.590931386,0.385971125,0.275153964,0.077508138,0.030840035,0.020887648,0.036425412,0.109875133,0.073290116,0.019456873,0.001110955,0.021556541,0.050771721,0.064368942,69
49,-72,0.254771152,0.240332341,0.321800457,0.36950398,0.373258545,0.351239222,0.275320109,0.218795816,0.207741814,0.181729534,0.186324055,0.198986187,0.187827203,0.197158394,0.116979348,0.040181026,0.126050569,0.133743903,0.156721806,0.161442813,0.172974193,0.220022373,0.254229201,70
