StationID,StationLatitude,StationLongitude,PGA,SA(0.010),SA(0.020),SA(0.030),SA(0.04),SA(0.050),SA(0.075),SA(0.100),SA(0.150),SA(0.200),SA(0.250),SA(0.300),SA(0.400),SA(0.500),SA(0.750),SA(1.000),SA(1.500),SA(2.000),SA(3.000),SA(4.000),SA(5.000),SA(7.500),SA(10.000),Vs30,CoastalPlainsSedThick
"'''''''Adam Dziewonski Observatory (Oak Ridge), Massachusetts'''''''",42.5064,-71.5583,0.134211028,0.15009918,0.149900233,0.148594777,0.148648001,0.148322314,0.144775115,0.145357661,0.138461888,0.133988656,0.132986108,0.131177521,0.125731572,0.121784759,0.111520236,0.104186572,0.098566516,0.090330868,0.089875331,0.091361515,0.092129138,0.093528712,0.096447159,692.4,NaN
"'''''''Adirondack Community College, NY'''''''",43.3843,-73.6678,0.164374268,0.183833201,0.183589541,0.181990691,0.182055876,0.181656993,0.177312579,0.178026049,0.169580487,0.164101919,0.162874054,0.160658995,0.153989099,0.149155259,0.136583838,0.12760197,0.120718835,0.110632268,0.110074351,0.111894547,0.112834689,0.11454881,0.118123163,1250.7,NaN
"'''''''Alfred, ON'''''''",45.6283,-74.8842,0.193418677,0.216315942,0.216029228,0.214147866,0.214224569,0.213755205,0.208643147,0.209482684,0.199544818,0.193098205,0.19165338,0.189046928,0.181198481,0.175510518,0.160717766,0.150148831,0.142049468,0.130180637,0.129524138,0.131665957,0.132772219,0.13478922,0.13899515,1000,NaN
"'''''''Algonquin Park, ON'''''''",45.9544,-78.0509,0.201316542,0.22514877,0.224850349,0.222892166,0.222972001,0.222483471,0.217162672,0.218036491,0.207692831,0.200982984,0.199479162,0.196766281,0.188597359,0.182677139,0.167280355,0.156279858,0.147849774,0.135496303,0.134812997,0.137042273,0.138193707,0.140293068,0.144670739,354,NaN
"'''''''Allegheny College, Meadville, PA'''''''",41.6492,-80.1448,0.180062989,0.201379182,0.201112266,0.199360814,0.19943222,0.198995266,0.194236199,0.195017766,0.185766116,0.179764646,0.178419587,0.175993112,0.168686606,0.1633914,0.149620098,0.139780955,0.132240858,0.121191577,0.12058041,0.122574335,0.123604209,0.125481935,0.129397442,1014.9,NaN
"'''''''Alum Creek State Park, OH'''''''",40.2319,-82.982,0.134211028,0.15009918,0.149900233,0.148594777,0.148648001,0.148322314,0.144775115,0.145357661,0.138461888,0.133988656,0.132986108,0.131177521,0.125731572,0.121784759,0.111520236,0.104186572,0.098566516,0.090330868,0.089875331,0.091361515,0.092129138,0.093528712,0.096447159,538.4,NaN
"'''''''Ann Arbor, MI'''''''",42.3012,-83.6567,0.169139727,0.189162803,0.18891208,0.187266877,0.187333951,0.186923504,0.182453139,0.183187293,0.174496881,0.168859482,0.167596019,0.165316742,0.158453475,0.153479496,0.14054361,0.131301344,0.124218656,0.113839664,0.113265573,0.115138539,0.116105937,0.117869753,0.121547732,437.1,NaN
"'''''''Bancroft, ON'''''''",45.0198,-77.928,0.17434524,0.194984555,0.194726115,0.193030278,0.193099417,0.192676338,0.188068391,0.18882514,0.179867268,0.17405637,0.172754022,0.170404598,0.163330104,0.158203043,0.144869037,0.135342327,0.12804166,0.11734324,0.11675148,0.11868209,0.119679261,0.121497361,0.125288535,1000,NaN
"'''''''Basking Ridge, NJ'''''''",40.6828,-74.566,0.164374268,0.183833201,0.183589541,0.181990691,0.182055876,0.181656993,0.177312579,0.178026049,0.169580487,0.164101919,0.162874054,0.160658995,0.153989099,0.149155259,0.136583838,0.12760197,0.120718835,0.110632268,0.110074351,0.111894547,0.112834689,0.11454881,0.118123163,511.5,NaN
'''''''Belchertown''''''',42.2789,-72.3525,0.210268271,0.235160221,0.23484853,0.232803275,0.232886659,0.232376407,0.226819014,0.227731687,0.216928088,0.20991988,0.20834919,0.205515678,0.196983517,0.190800049,0.174718632,0.163228988,0.154424052,0.141521273,0.140807583,0.143135986,0.144338619,0.14653133,0.151103658,540.6,NaN
"'''''''Binghamton, NY'''''''",42.1993,-75.9861,0.186382901,0.208447257,0.208170973,0.206358047,0.20643196,0.205979669,0.201053567,0.201862566,0.192286198,0.186074086,0.184681818,0.182170178,0.174607225,0.169126167,0.154871515,0.144687034,0.136882292,0.1254452,0.124812582,0.126876491,0.127942511,0.129886142,0.133939078,684.6,NaN
"'''''''Blacksburg, VA'''''''",37.2113,-80.421,0.139476192,0.155987644,0.155780892,0.154424222,0.154479534,0.15414107,0.150454713,0.151060112,0.143893815,0.139245096,0.138203218,0.136323678,0.130664083,0.126562434,0.115895229,0.108273862,0.102433328,0.093874592,0.093401184,0.094945672,0.095743409,0.097197889,0.100230828,789,NaN
"'''''''Bloomington, IN'''''''",39.1719,-86.5222,0.129500393,0.144830891,0.144638927,0.143379291,0.143430646,0.143116391,0.139693694,0.140255793,0.133602053,0.129285826,0.128318466,0.126573358,0.121318555,0.11751027,0.107606019,0.100529757,0.095106957,0.087160371,0.086720822,0.088154843,0.088895523,0.090245974,0.093061987,479.9,NaN
"'''''''Bruce Peninsula, ON'''''''",44.2437,-81.4423,0.17434524,0.194984555,0.194726115,0.193030278,0.193099417,0.192676338,0.188068391,0.18882514,0.179867268,0.17405637,0.172754022,0.170404598,0.163330104,0.158203043,0.144869037,0.135342327,0.12804166,0.11734324,0.11675148,0.11868209,0.119679261,0.121497361,0.125288535,311.5,NaN
"'''''''Buck Lake, ON'''''''",45.4423,-79.3989,0.186382901,0.208447257,0.208170973,0.206358047,0.20643196,0.205979669,0.201053567,0.201862566,0.192286198,0.186074086,0.184681818,0.182170178,0.174607225,0.169126167,0.154871515,0.144687034,0.136882292,0.1254452,0.124812582,0.126876491,0.127942511,0.129886142,0.133939078,1000,NaN
'''''''C0.BRIGG.HH''''''',40.58129,-104.31922,0.193418677,0.216315942,0.216029228,0.214147866,0.214224569,0.213755205,0.208643147,0.209482684,0.199544818,0.193098205,0.19165338,0.189046928,0.181198481,0.175510518,0.160717766,0.150148831,0.142049468,0.130180637,0.129524138,0.131665957,0.132772219,0.13478922,0.13899515,442.5781,NaN
'''''''C0.LAMA.HH''''''',38.273,-102.64529,0.152181002,0.170196473,0.169970888,0.16849064,0.16855099,0.168181696,0.16415955,0.164820095,0.157001023,0.151928855,0.150792073,0.148741327,0.142566203,0.138090937,0.126452062,0.118136468,0.111763924,0.102425577,0.101909047,0.103594221,0.104464623,0.106051591,0.109360799,383.103,NaN
'''''''C0.T25A.HH''''''',37.1388,-104.41087,0.14868212,0.166283387,0.166062988,0.164616774,0.164675736,0.164314933,0.160385263,0.16103062,0.153391322,0.148435771,0.147325125,0.145321529,0.13928838,0.134916008,0.12354473,0.115420324,0.109194295,0.100070652,0.099565997,0.101212426,0.102062816,0.103613297,0.106846421,887.7413,NaN
'''''''C8.ELNB.HH''''''',45.8545,-65.1513,0.220531223,0.246638121,0.246311217,0.244166134,0.244253589,0.243718431,0.237889789,0.238847009,0.227516098,0.220165828,0.218518474,0.215546661,0.206598055,0.200112779,0.183246447,0.171196007,0.161961312,0.148428763,0.147680239,0.150122288,0.151383621,0.153683356,0.158478854,872.4789,NaN
'''''''CN.A11.HH''''''',47.2431,-70.1969,0.145413982,0.162628361,0.162412807,0.160998381,0.161056047,0.160703175,0.156859881,0.157491054,0.150019672,0.145173048,0.144086815,0.142127259,0.136226724,0.131950459,0.120829129,0.112883304,0.106794127,0.097871028,0.097377466,0.098987706,0.099819404,0.101335804,0.104497862,304.5096,NaN
